30488,33375
31000,33409
31772,33410
1920,12242,52625
1920,12282,52586
1920,12444,52434
1920,13094,51800
1936,8308,56560
1954,13496,51344
1968,11291,53555
1968,11986,52860
1984,13604,51214
1984,14804,50000
2000,5694,59100
2000,12912,51900
2000,13821,50964
2024,13083,51692
2040,5684,59088
2048,11288,53472
2048,15669,49052
2064,15196,49514
2080,13600,51128
2096,14442,50231
2104,14032,50632
2112,13578,51117
2128,11984,52704
2134,12604,52078
2136,5680,59000
2144,10576,54088
2170,15116,49504
2176,11944,52680
2188,8080,56544
2192,5616,58994
2208,15776,48824
2210,15376,49193
2240,15072,49496
2256,15036,49486
2258,11882,52576
2288,11117,53392
2304,5594,58916
2320,10521,53938
2352,8042,56416
2364,16976,47392
2368,16042,48400
2368,16800,47566
2368,16831,47602
2372,11872,52562
2384,12520,51884
2396,12524,51887
2432,12512,51872
2456,11862,52488
2480,17696,46619
2488,17376,46868
2488,17568,46688
2496,13212,51106
2504,16248,48015
2520,11827,52464
2520,12441,51788
2560,7841,56412
2608,18395,45792
2616,15004,49184
2616,17962,46232
2640,13080,51086
2664,18840,45306
2688,18524,45600
2688,18852,45262
2720,19271,44824
2764,16708,47336
2784,19448,44512
2816,15000,48972
2880,16014,47904
2880,17160,46772
2880,19812,44100
2880,20222,43693
2888,5592,58320
2912,5582,58308
2936,22008,41696
2944,9100,54772
2960,21352,42498
2968,21292,42554
2992,22015,41712
3000,19000,44743
3000,20266,43496
3016,9055,54744
3032,19012,44771
3040,14930,48812
3132,14876,48800
3136,9024,54656
3200,18896,44715
3200,23864,39712
3208,23182,40408
3210,23122,40480
3232,21183,42346
3248,14752,48780
3328,18784,44699
3336,23792,39608
3360,22680,40736
3366,21792,41628
3424,14687,48684
3456,24480,38846
3464,24117,39054
3488,24254,39070
3520,18692,44596
3584,21568,41607
3592,16700,46480
3678,29828,33230
3682,29632,33496
3686,27232,35896
3696,25768,37344
3712,24103,38998
3712,25632,37472
3736,18592,44484
3760,24608,38448
3768,26682,36128
3776,14440,48588
3792,24576,38384
3800,24038,38768
3852,12436,50528
3872,18431,44432
3992,18419,44388
4068,27872,34836
4076,21112,41591
4224,23920,38644
4256,21009,41532
4400,17926,44320
4480,9009,53312
4512,11808,50492
4528,9000,53267
4608,20996,41208
4704,26652,33417
4736,27856,34208
4752,23764,38300
4768,27844,34196
4804,27188,33418
4820,23694,38288
4822,20960,41024
4848,27440,33421
4864,27832,33488
4864,27833,33524
4928,23664,38184
5056,27842,33616
5152,23520,38006
5328,23484,37974
5376,27841,33552
5432,27834,33528
5504,27696,33424
5504,27831,33464
5536,27728,33426
5536,27826,33442
5536,27828,33444
5552,27768,33428
5552,27792,33432
5552,27800,33434
5560,22624,37714
5560,23040,37877
5560,27814,33440
5564,23310,37893
5566,7442,53236
5566,14422,44196
7440,14432,44216
4040,5564,11784,44024
4052,32960,4160,4160
4192,5564,5564,44004
4200,4688,20944,33416
4288,4660,20394,33413
4624,4636,20052,33412
